FIRST_OBSERVED	LAST_OBSERVED	TYPE	REASON	OBJECT	COUNT	MESSAGE
2026-09-21T23:42:33Z	2026-09-21T23:42:33Z	Warning	Unhealthy	Pod/gateway-856744bb66-hzcvr	1	Readiness probe failed: Get "http://10.244.0.17:8100/status/ready": read tcp 10.244.0.1:39414->10.244.0.17:8100: read: connection reset by peer
2026-09-21T23:02:28Z	2026-09-21T23:42:34Z	Normal	Created	Pod/gateway-856744bb66-hzcvr	2	Created container: gateway
2026-09-21T23:02:28Z	2026-09-21T23:42:34Z	Normal	Started	Pod/gateway-856744bb66-hzcvr	2	Started container gateway
2026-09-21T23:42:34Z	2026-09-21T23:42:34Z	Normal	Pulled	Pod/gateway-856744bb66-hzcvr	1	Container image "kong:3.9.1-ubuntu" already present on machine
2026-09-21T23:02:32Z	2026-09-21T23:42:37Z	Warning	Unhealthy	Pod/gateway-856744bb66-hzcvr	2	Startup probe failed: Get "http://10.244.0.17:8100/status": dial tcp 10.244.0.17:8100: connect: connection refused
2026-09-21T23:43:29Z	2026-09-21T23:43:29Z	Normal	Scheduled	Pod/k6-c4-run-1-gj295	1	Successfully assigned flash-sale/k6-c4-run-1-gj295 to desktop-control-plane
2026-09-21T23:43:29Z	2026-09-21T23:43:29Z	Normal	SuccessfulCreate	Job/k6-c4-run-1	1	Created pod: k6-c4-run-1-gj295
2026-09-21T23:43:30Z	2026-09-21T23:43:30Z	Normal	Pulled	Pod/k6-c4-run-1-gj295	1	Container image "grafana/k6@sha256:632ddbc81a4a9fdc9e597da91ab1d8fcf1916dd988b43b4a4559d2f8d8e73d47" already present on machine
2026-09-21T23:43:30Z	2026-09-21T23:43:30Z	Normal	Created	Pod/k6-c4-run-1-gj295	1	Created container: k6
2026-09-21T23:43:30Z	2026-09-21T23:43:30Z	Normal	Started	Pod/k6-c4-run-1-gj295	1	Started container k6
2026-09-21T23:44:08Z	2026-09-21T23:44:08Z	Normal	Scheduled	Pod/api-5b87c4c9d-644vx	1	Successfully assigned flash-sale/api-5b87c4c9d-644vx to desktop-control-plane
2026-09-21T23:44:08Z	2026-09-21T23:44:08Z	Normal	Scheduled	Pod/api-5b87c4c9d-ngspb	1	Successfully assigned flash-sale/api-5b87c4c9d-ngspb to desktop-control-plane
2026-09-21T23:03:20Z	2026-09-21T23:44:08Z	Normal	SuccessfulRescale	HorizontalPodAutoscaler/api-hpa	4	New size: 3; reason: cpu resource utilization (percentage of request) above target
2026-09-21T23:09:35Z	2026-09-21T23:44:08Z	Normal	ScalingReplicaSet	Deployment/api	9	(combined from similar events): Scaled up replica set api-5b87c4c9d from 1 to 3
2026-09-21T23:44:09Z	2026-09-21T23:44:09Z	Normal	Pulled	Pod/api-5b87c4c9d-644vx	1	Container image "flash-sale-api:k8s@sha256:cfc9679dc692b2e2f85d204a5c732edc4fe64bb925e579e8a55a84517811dd46" already present on machine
2026-09-21T23:44:09Z	2026-09-21T23:44:09Z	Normal	Created	Pod/api-5b87c4c9d-644vx	1	Created container: api
2026-09-21T23:44:09Z	2026-09-21T23:44:09Z	Normal	Started	Pod/api-5b87c4c9d-644vx	1	Started container api
2026-09-21T23:44:09Z	2026-09-21T23:44:09Z	Normal	Pulled	Pod/api-5b87c4c9d-ngspb	1	Container image "flash-sale-api:k8s@sha256:cfc9679dc692b2e2f85d204a5c732edc4fe64bb925e579e8a55a84517811dd46" already present on machine
2026-09-21T23:44:09Z	2026-09-21T23:44:09Z	Normal	Created	Pod/api-5b87c4c9d-ngspb	1	Created container: api
2026-09-21T23:44:09Z	2026-09-21T23:44:09Z	Normal	Started	Pod/api-5b87c4c9d-ngspb	1	Started container api
2026-09-21T23:44:13Z	2026-09-21T23:44:18Z	Warning	Unhealthy	Pod/api-5b87c4c9d-644vx	2	Startup probe failed: Get "http://10.244.0.43:8000/health": dial tcp 10.244.0.43:8000: connect: connection refused
2026-09-21T23:44:13Z	2026-09-21T23:44:18Z	Warning	Unhealthy	Pod/api-5b87c4c9d-ngspb	2	Startup probe failed: Get "http://10.244.0.42:8000/health": dial tcp 10.244.0.42:8000: connect: connection refused
2026-09-21T23:44:23Z	2026-09-21T23:44:23Z	Normal	Scheduled	Pod/api-5b87c4c9d-fkxqr	1	Successfully assigned flash-sale/api-5b87c4c9d-fkxqr to desktop-control-plane
2026-09-21T23:44:23Z	2026-09-21T23:44:23Z	Normal	Scheduled	Pod/api-5b87c4c9d-m8nzf	1	Successfully assigned flash-sale/api-5b87c4c9d-m8nzf to desktop-control-plane
2026-09-21T23:13:36Z	2026-09-21T23:44:23Z	Normal	SuccessfulRescale	HorizontalPodAutoscaler/api-hpa	3	New size: 5; reason: cpu resource utilization (percentage of request) above target
2026-09-21T23:44:23Z	2026-09-21T23:44:23Z	Normal	ScalingReplicaSet	Deployment/api	1	Scaled up replica set api-5b87c4c9d from 3 to 5
2026-09-21T23:44:24Z	2026-09-21T23:44:24Z	Normal	Pulled	Pod/api-5b87c4c9d-fkxqr	1	Container image "flash-sale-api:k8s@sha256:cfc9679dc692b2e2f85d204a5c732edc4fe64bb925e579e8a55a84517811dd46" already present on machine
2026-09-21T23:44:24Z	2026-09-21T23:44:24Z	Normal	Created	Pod/api-5b87c4c9d-fkxqr	1	Created container: api
2026-09-21T23:44:24Z	2026-09-21T23:44:24Z	Normal	Started	Pod/api-5b87c4c9d-fkxqr	1	Started container api
2026-09-21T23:44:24Z	2026-09-21T23:44:24Z	Normal	Pulled	Pod/api-5b87c4c9d-m8nzf	1	Container image "flash-sale-api:k8s@sha256:cfc9679dc692b2e2f85d204a5c732edc4fe64bb925e579e8a55a84517811dd46" already present on machine
2026-09-21T23:44:24Z	2026-09-21T23:44:24Z	Normal	Created	Pod/api-5b87c4c9d-m8nzf	1	Created container: api
2026-09-21T23:44:24Z	2026-09-21T23:44:24Z	Normal	Started	Pod/api-5b87c4c9d-m8nzf	1	Started container api
2026-09-21T23:44:28Z	2026-09-21T23:44:28Z	Warning	Unhealthy	Pod/api-5b87c4c9d-fkxqr	1	Startup probe failed: Get "http://10.244.0.45:8000/health": dial tcp 10.244.0.45:8000: connect: connection refused
2026-09-21T23:44:28Z	2026-09-21T23:44:33Z	Warning	Unhealthy	Pod/api-5b87c4c9d-m8nzf	2	Startup probe failed: Get "http://10.244.0.44:8000/health": dial tcp 10.244.0.44:8000: connect: connection refused
2026-09-21T23:45:05Z	2026-09-21T23:45:05Z	Normal	Killing	Pod/k6-c4-run-1-gj295	1	Stopping container k6
2026-09-21T23:46:53Z	2026-09-21T23:46:53Z	Normal	Killing	Pod/api-5b87c4c9d-m8nzf	1	Stopping container api
2026-09-21T23:46:53Z	2026-09-21T23:46:53Z	Warning	Unhealthy	Pod/api-5b87c4c9d-m8nzf	1	Readiness probe failed: Get "http://10.244.0.44:8000/health": dial tcp 10.244.0.44:8000: connect: connection refused
2026-09-21T23:16:21Z	2026-09-21T23:46:53Z	Normal	SuccessfulRescale	HorizontalPodAutoscaler/api-hpa	3	New size: 4; reason: All metrics below target
