timestamp,messages_ready,messages_unacknowledged,messages,consumers,publish_total,confirm_total
2026-09-09T21:04:50.491Z,0,0,0,1,6429,0
2026-09-09T21:04:55.423Z,0,0,0,1,6429,0
2026-09-09T21:05:00.406Z,0,0,0,1,6429,0
2026-09-09T21:05:05.412Z,0,0,0,1,6429,0
2026-09-09T21:05:10.387Z,0,0,0,1,6429,0
2026-09-09T21:05:15.394Z,0,0,0,1,6429,0
2026-09-09T21:05:20.403Z,0,0,0,1,6429,0
2026-09-09T21:05:25.396Z,0,0,0,1,6429,0
2026-09-09T21:05:30.410Z,0,0,0,1,6429,0
2026-09-09T21:05:35.403Z,0,0,0,1,6429,0
2026-09-09T21:05:40.409Z,0,0,0,1,6429,0
2026-09-09T21:05:45.411Z,0,0,0,1,6429,0
2026-09-09T21:05:50.491Z,0,0,0,1,6429,0
2026-09-09T21:05:55.471Z,0,0,0,1,6432,0
2026-09-09T21:06:00.447Z,0,0,0,1,6457,0
2026-09-09T21:06:05.457Z,0,0,0,1,6502,0
2026-09-09T21:06:10.446Z,0,1,1,1,6575,0
2026-09-09T21:06:15.415Z,0,0,0,1,6670,0
2026-09-09T21:06:20.442Z,0,1,1,1,6772,0
2026-09-09T21:06:25.910Z,0,0,0,1,6873,0
2026-09-09T21:06:30.420Z,0,1,1,1,6952,0
2026-09-09T21:06:35.447Z,0,1,1,1,7043,0
2026-09-09T21:06:40.426Z,0,1,1,1,7133,0
2026-09-09T21:06:45.431Z,0,0,0,1,7220,0
2026-09-09T21:06:50.412Z,0,0,0,1,7220,0
2026-09-09T21:06:55.391Z,0,0,0,1,7220,0
2026-09-09T21:07:00.425Z,0,0,0,1,7220,0
2026-09-09T21:07:05.423Z,0,0,0,1,7220,0
2026-09-09T21:07:10.389Z,0,0,0,1,7220,0
2026-09-09T21:07:15.412Z,0,0,0,1,7249,0
2026-09-09T21:07:20.415Z,0,0,0,1,7249,0
2026-09-09T21:07:25.412Z,0,0,0,1,7249,0
2026-09-09T21:07:30.404Z,0,0,0,1,7249,0
2026-09-09T21:07:35.424Z,0,0,0,1,7249,0
2026-09-09T21:07:40.427Z,0,0,0,1,7249,0
2026-09-09T21:07:45.409Z,0,0,0,1,7250,0
2026-09-09T21:07:50.423Z,0,0,0,1,7250,0
2026-09-09T21:07:55.415Z,0,0,0,1,7250,0
2026-09-09T21:08:00.426Z,0,0,0,1,7250,0
2026-09-09T21:08:05.401Z,0,0,0,1,7250,0
2026-09-09T21:08:10.415Z,0,0,0,1,7250,0
2026-09-09T21:08:15.401Z,0,0,0,1,7250,0
2026-09-09T21:08:20.420Z,0,0,0,1,7250,0
2026-09-09T21:08:25.415Z,0,0,0,1,7250,0
2026-09-09T21:08:30.401Z,0,0,0,1,7250,0
2026-09-09T21:08:35.415Z,0,0,0,1,7250,0
2026-09-09T21:08:40.410Z,0,0,0,1,7250,0
2026-09-09T21:08:45.414Z,0,0,0,1,7250,0
2026-09-09T21:08:50.432Z,0,0,0,1,7250,0
2026-09-09T21:08:55.432Z,0,0,0,1,7250,0
