timestamp,messages_ready,messages_unacknowledged,messages,consumers,publish_total,confirm_total
2026-09-22T00:05:02.802Z,0,0,0,1,4427,0
2026-09-22T00:05:07.786Z,0,0,0,1,4427,0
2026-09-22T00:05:12.768Z,0,0,0,1,4427,0
2026-09-22T00:05:17.786Z,0,0,0,1,4427,0
2026-09-22T00:05:22.859Z,0,0,0,1,4427,0
2026-09-22T00:05:27.785Z,0,0,0,1,4427,0
2026-09-22T00:05:32.785Z,0,0,0,1,4427,0
2026-09-22T00:05:37.784Z,0,0,0,1,4427,0
2026-09-22T00:05:42.781Z,0,0,0,1,4427,0
2026-09-22T00:05:47.798Z,0,0,0,1,4427,0
2026-09-22T00:05:52.785Z,0,0,0,1,4427,0
2026-09-22T00:05:57.768Z,0,0,0,1,4427,0
2026-09-22T00:06:02.883Z,0,0,0,1,4427,0
2026-09-22T00:06:07.799Z,0,0,0,1,4427,0
2026-09-22T00:06:12.821Z,0,0,0,1,4476,0
2026-09-22T00:06:17.799Z,0,0,0,1,4476,0
2026-09-22T00:06:22.797Z,0,0,0,1,4537,0
2026-09-22T00:06:27.781Z,0,0,0,1,4621,0
2026-09-22T00:06:32.796Z,0,1,1,1,4720,0
2026-09-22T00:06:37.785Z,0,1,1,1,4821,0
2026-09-22T00:06:42.823Z,0,0,0,1,5021,0
2026-09-22T00:06:47.899Z,0,1,1,1,5121,0
2026-09-22T00:06:52.797Z,0,1,1,1,5121,0
2026-09-22T00:06:57.882Z,0,0,0,1,5254,0
2026-09-22T00:07:02.878Z,0,1,1,1,5355,0
2026-09-22T00:07:07.892Z,0,0,0,1,5455,0
2026-09-22T00:07:12.812Z,0,1,1,1,5455,0
2026-09-22T00:07:17.878Z,0,1,1,1,5654,0
2026-09-22T00:07:22.810Z,0,0,0,1,5654,0
2026-09-22T00:07:27.792Z,0,0,0,1,5756,0
2026-09-22T00:07:32.782Z,0,0,0,1,5842,0
2026-09-22T00:07:37.822Z,0,0,0,1,5878,0
2026-09-22T00:07:42.821Z,0,0,0,1,5878,0
2026-09-22T00:07:47.801Z,0,0,0,1,5878,0
2026-09-22T00:07:52.790Z,0,0,0,1,5878,0
2026-09-22T00:07:57.796Z,0,0,0,1,5878,0
2026-09-22T00:08:02.793Z,0,0,0,1,5878,0
2026-09-22T00:08:07.798Z,0,0,0,1,5878,0
2026-09-22T00:08:12.779Z,0,0,0,1,5878,0
2026-09-22T00:08:17.788Z,0,0,0,1,5878,0
2026-09-22T00:08:22.797Z,0,0,0,1,5878,0
2026-09-22T00:08:27.790Z,0,0,0,1,5878,0
2026-09-22T00:08:32.783Z,0,0,0,1,5878,0
2026-09-22T00:08:37.795Z,0,0,0,1,5878,0
2026-09-22T00:08:42.801Z,0,0,0,1,5878,0
2026-09-22T00:08:47.799Z,0,0,0,1,5878,0
