timestamp,pod,container,app,cpu_cores,memory_mib
2026-09-21T23:42:29.340Z,api-5b87c4c9d-nfcrm,api,api,0.004899914,76.78125
2026-09-21T23:42:29.340Z,gateway-856744bb66-hzcvr,gateway,gateway,0.0095886,511.75
2026-09-21T23:42:29.340Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.00194417,14.496094
2026-09-21T23:42:29.340Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.00174324,14.996094
2026-09-21T23:42:29.340Z,postgres-676cc4986c-65g8j,postgres,,0.015389452,52.800781
2026-09-21T23:42:29.340Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000615232,21.589844
2026-09-21T23:42:29.340Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.555756585,113.117188
2026-09-21T23:42:29.340Z,worker-5b55666b44-rqchq,worker,worker,0.001521713,67.515625
2026-09-21T23:42:34.340Z,api-5b87c4c9d-nfcrm,api,api,0.004899914,76.78125
2026-09-21T23:42:34.340Z,gateway-856744bb66-hzcvr,gateway,gateway,0.0095886,511.75
2026-09-21T23:42:34.340Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.00194417,14.496094
2026-09-21T23:42:34.340Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.00174324,14.996094
2026-09-21T23:42:34.340Z,postgres-676cc4986c-65g8j,postgres,,0.015389452,52.800781
2026-09-21T23:42:34.340Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000615232,21.589844
2026-09-21T23:42:34.340Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.555756585,113.117188
2026-09-21T23:42:34.340Z,worker-5b55666b44-rqchq,worker,worker,0.001521713,67.515625
2026-09-21T23:42:39.341Z,api-5b87c4c9d-nfcrm,api,api,0.005122584,76.78125
2026-09-21T23:42:39.341Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002103563,14.496094
2026-09-21T23:42:39.341Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001735498,14.996094
2026-09-21T23:42:39.341Z,postgres-676cc4986c-65g8j,postgres,,0.014929061,52.792969
2026-09-21T23:42:39.341Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000941227,21.65625
2026-09-21T23:42:39.341Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.514244813,113.152344
2026-09-21T23:42:39.341Z,worker-5b55666b44-rqchq,worker,worker,0.00158102,67.515625
2026-09-21T23:42:44.341Z,api-5b87c4c9d-nfcrm,api,api,0.005122584,76.78125
2026-09-21T23:42:44.341Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002103563,14.496094
2026-09-21T23:42:44.341Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001735498,14.996094
2026-09-21T23:42:44.341Z,postgres-676cc4986c-65g8j,postgres,,0.014929061,52.792969
2026-09-21T23:42:44.341Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000941227,21.65625
2026-09-21T23:42:44.341Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.514244813,113.152344
2026-09-21T23:42:44.341Z,worker-5b55666b44-rqchq,worker,worker,0.00158102,67.515625
2026-09-21T23:42:49.341Z,api-5b87c4c9d-nfcrm,api,api,0.005122584,76.78125
2026-09-21T23:42:49.341Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002103563,14.496094
2026-09-21T23:42:49.341Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001735498,14.996094
2026-09-21T23:42:49.341Z,postgres-676cc4986c-65g8j,postgres,,0.014929061,52.792969
2026-09-21T23:42:49.341Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000941227,21.65625
2026-09-21T23:42:49.341Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.514244813,113.152344
2026-09-21T23:42:49.341Z,worker-5b55666b44-rqchq,worker,worker,0.00158102,67.515625
2026-09-21T23:42:54.341Z,api-5b87c4c9d-nfcrm,api,api,0.004806016,76.78125
2026-09-21T23:42:54.341Z,gateway-856744bb66-hzcvr,gateway,gateway,0.3576501,434.335938
2026-09-21T23:42:54.341Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002238959,14.5
2026-09-21T23:42:54.341Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001669026,14.996094
2026-09-21T23:42:54.341Z,postgres-676cc4986c-65g8j,postgres,,0.011917474,52.792969
2026-09-21T23:42:54.341Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000606573,21.664062
2026-09-21T23:42:54.341Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.464321001,136.953125
2026-09-21T23:42:54.341Z,worker-5b55666b44-rqchq,worker,worker,0.001617556,67.515625
2026-09-21T23:42:59.342Z,api-5b87c4c9d-nfcrm,api,api,0.004806016,76.78125
2026-09-21T23:42:59.342Z,gateway-856744bb66-hzcvr,gateway,gateway,0.3576501,434.335938
2026-09-21T23:42:59.342Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002238959,14.5
2026-09-21T23:42:59.342Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001669026,14.996094
2026-09-21T23:42:59.342Z,postgres-676cc4986c-65g8j,postgres,,0.011917474,52.792969
2026-09-21T23:42:59.342Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000606573,21.664062
2026-09-21T23:42:59.342Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.464321001,136.953125
2026-09-21T23:42:59.342Z,worker-5b55666b44-rqchq,worker,worker,0.001617556,67.515625
2026-09-21T23:43:04.342Z,api-5b87c4c9d-nfcrm,api,api,0.004806016,76.78125
2026-09-21T23:43:04.342Z,gateway-856744bb66-hzcvr,gateway,gateway,0.3576501,434.335938
2026-09-21T23:43:04.342Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002238959,14.5
2026-09-21T23:43:04.342Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001669026,14.996094
2026-09-21T23:43:04.342Z,postgres-676cc4986c-65g8j,postgres,,0.011917474,52.792969
2026-09-21T23:43:04.342Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000606573,21.664062
2026-09-21T23:43:04.342Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.464321001,136.953125
2026-09-21T23:43:04.342Z,worker-5b55666b44-rqchq,worker,worker,0.001617556,67.515625
2026-09-21T23:43:09.342Z,api-5b87c4c9d-nfcrm,api,api,0.005273738,76.78125
2026-09-21T23:43:09.342Z,gateway-856744bb66-hzcvr,gateway,gateway,0.022680811,434.785156
2026-09-21T23:43:09.342Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001782475,14.5
2026-09-21T23:43:09.342Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001851706,14.996094
2026-09-21T23:43:09.342Z,postgres-676cc4986c-65g8j,postgres,,0.011835386,52.800781
2026-09-21T23:43:09.342Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000556944,21.671875
2026-09-21T23:43:09.342Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.569048424,218.117188
2026-09-21T23:43:09.342Z,worker-5b55666b44-rqchq,worker,worker,0.001688965,67.515625
2026-09-21T23:43:14.343Z,api-5b87c4c9d-nfcrm,api,api,0.005273738,76.78125
2026-09-21T23:43:14.343Z,gateway-856744bb66-hzcvr,gateway,gateway,0.022680811,434.785156
2026-09-21T23:43:14.343Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001782475,14.5
2026-09-21T23:43:14.343Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001851706,14.996094
2026-09-21T23:43:14.343Z,postgres-676cc4986c-65g8j,postgres,,0.011835386,52.800781
2026-09-21T23:43:14.343Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000556944,21.671875
2026-09-21T23:43:14.343Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.569048424,218.117188
2026-09-21T23:43:14.343Z,worker-5b55666b44-rqchq,worker,worker,0.001688965,67.515625
2026-09-21T23:43:19.343Z,api-5b87c4c9d-nfcrm,api,api,0.005273738,76.78125
2026-09-21T23:43:19.343Z,gateway-856744bb66-hzcvr,gateway,gateway,0.022680811,434.785156
2026-09-21T23:43:19.343Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001782475,14.5
2026-09-21T23:43:19.343Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001851706,14.996094
2026-09-21T23:43:19.343Z,postgres-676cc4986c-65g8j,postgres,,0.011835386,52.800781
2026-09-21T23:43:19.343Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000556944,21.671875
2026-09-21T23:43:19.343Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.569048424,218.117188
2026-09-21T23:43:19.343Z,worker-5b55666b44-rqchq,worker,worker,0.001688965,67.515625
2026-09-21T23:43:24.344Z,api-5b87c4c9d-nfcrm,api,api,0.005196478,76.78125
2026-09-21T23:43:24.344Z,gateway-856744bb66-hzcvr,gateway,gateway,0.022680811,434.785156
2026-09-21T23:43:24.344Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001943312,14.503906
2026-09-21T23:43:24.344Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.002483826,13.945312
2026-09-21T23:43:24.344Z,postgres-676cc4986c-65g8j,postgres,,0.016590395,52.792969
2026-09-21T23:43:24.344Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000672687,21.710938
2026-09-21T23:43:24.344Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.491669261,113.164062
2026-09-21T23:43:24.344Z,worker-5b55666b44-rqchq,worker,worker,0.001681443,67.515625
2026-09-21T23:43:29.344Z,api-5b87c4c9d-nfcrm,api,api,0.005196478,76.78125
2026-09-21T23:43:29.344Z,gateway-856744bb66-hzcvr,gateway,gateway,0.022680811,434.785156
2026-09-21T23:43:29.344Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001943312,14.503906
2026-09-21T23:43:29.344Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.002483826,13.945312
2026-09-21T23:43:29.344Z,postgres-676cc4986c-65g8j,postgres,,0.016590395,52.792969
2026-09-21T23:43:29.344Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000672687,21.710938
2026-09-21T23:43:29.344Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.491669261,113.164062
2026-09-21T23:43:29.344Z,worker-5b55666b44-rqchq,worker,worker,0.001681443,67.515625
2026-09-21T23:43:34.344Z,api-5b87c4c9d-nfcrm,api,api,0.005196478,76.78125
2026-09-21T23:43:34.344Z,gateway-856744bb66-hzcvr,gateway,gateway,0.022680811,434.785156
2026-09-21T23:43:34.344Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001943312,14.503906
2026-09-21T23:43:34.344Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.002483826,13.945312
2026-09-21T23:43:34.344Z,postgres-676cc4986c-65g8j,postgres,,0.016590395,52.792969
2026-09-21T23:43:34.344Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000672687,21.710938
2026-09-21T23:43:34.344Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.491669261,113.164062
2026-09-21T23:43:34.344Z,worker-5b55666b44-rqchq,worker,worker,0.001681443,67.515625
2026-09-21T23:43:39.344Z,api-5b87c4c9d-nfcrm,api,api,0.004856612,76.78125
2026-09-21T23:43:39.344Z,gateway-856744bb66-hzcvr,gateway,gateway,0.018750397,434.894531
2026-09-21T23:43:39.344Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002076331,14.503906
2026-09-21T23:43:39.344Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001737475,13.945312
2026-09-21T23:43:39.344Z,postgres-676cc4986c-65g8j,postgres,,0.013056857,52.792969
2026-09-21T23:43:39.344Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000672687,21.710938
2026-09-21T23:43:39.344Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.522154134,113.277344
2026-09-21T23:43:39.344Z,worker-5b55666b44-rqchq,worker,worker,0.001603224,67.515625
2026-09-21T23:43:44.345Z,api-5b87c4c9d-nfcrm,api,api,0.004856612,76.78125
2026-09-21T23:43:44.345Z,gateway-856744bb66-hzcvr,gateway,gateway,0.018750397,434.894531
2026-09-21T23:43:44.345Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002076331,14.503906
2026-09-21T23:43:44.345Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001737475,13.945312
2026-09-21T23:43:44.345Z,postgres-676cc4986c-65g8j,postgres,,0.013056857,52.792969
2026-09-21T23:43:44.345Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000672687,21.710938
2026-09-21T23:43:44.345Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.522154134,113.277344
2026-09-21T23:43:44.345Z,worker-5b55666b44-rqchq,worker,worker,0.001603224,67.515625
2026-09-21T23:43:49.345Z,api-5b87c4c9d-nfcrm,api,api,0.004856612,76.78125
2026-09-21T23:43:49.345Z,gateway-856744bb66-hzcvr,gateway,gateway,0.018750397,434.894531
