FIRST_OBSERVED	LAST_OBSERVED	TYPE	REASON	OBJECT	COUNT	MESSAGE
2026-09-17T17:14:53Z	2026-09-17T17:14:53Z	Normal	Scheduled	Pod/k6-c2-exploratory-002-fwcns	1	Successfully assigned flash-sale/k6-c2-exploratory-002-fwcns to desktop-control-plane
2026-09-17T17:14:53Z	2026-09-17T17:14:53Z	Normal	SuccessfulCreate	Job/k6-c2-exploratory-002	1	Created pod: k6-c2-exploratory-002-fwcns
2026-09-17T17:14:54Z	2026-09-17T17:14:54Z	Normal	Pulled	Pod/k6-c2-exploratory-002-fwcns	1	Container image "grafana/k6@sha256:632ddbc81a4a9fdc9e597da91ab1d8fcf1916dd988b43b4a4559d2f8d8e73d47" already present on machine
2026-09-17T17:14:54Z	2026-09-17T17:14:54Z	Normal	Created	Pod/k6-c2-exploratory-002-fwcns	1	Created container: k6
2026-09-17T17:14:54Z	2026-09-17T17:14:54Z	Normal	Started	Pod/k6-c2-exploratory-002-fwcns	1	Started container k6
2026-09-17T17:15:34Z	2026-09-17T17:15:34Z	Normal	Scheduled	Pod/api-5446dc8d87-2p6qv	1	Successfully assigned flash-sale/api-5446dc8d87-2p6qv to desktop-control-plane
2026-09-17T17:15:34Z	2026-09-17T17:15:34Z	Normal	Scheduled	Pod/api-5446dc8d87-h65ss	1	Successfully assigned flash-sale/api-5446dc8d87-h65ss to desktop-control-plane
2026-09-17T17:15:34Z	2026-09-17T17:15:34Z	Normal	Scheduled	Pod/api-5446dc8d87-spxg7	1	Successfully assigned flash-sale/api-5446dc8d87-spxg7 to desktop-control-plane
2026-09-17T17:15:34Z	2026-09-17T17:15:34Z	Normal	SuccessfulCreate	ReplicaSet/api-5446dc8d87	1	Created pod: api-5446dc8d87-spxg7
2026-09-17T17:15:34Z	2026-09-17T17:15:34Z	Normal	SuccessfulCreate	ReplicaSet/api-5446dc8d87	1	Created pod: api-5446dc8d87-h65ss
2026-09-17T17:15:34Z	2026-09-17T17:15:34Z	Normal	SuccessfulCreate	ReplicaSet/api-5446dc8d87	1	Created pod: api-5446dc8d87-2p6qv
2026-09-17T16:43:47Z	2026-09-17T17:15:34Z	Normal	SuccessfulRescale	HorizontalPodAutoscaler/api-hpa	2	New size: 4; reason: cpu resource utilization (percentage of request) above target
2026-09-17T16:43:47Z	2026-09-17T17:15:34Z	Normal	ScalingReplicaSet	Deployment/api	2	Scaled up replica set api-5446dc8d87 from 1 to 4
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Pulled	Pod/api-5446dc8d87-2p6qv	1	Container image "flash-sale-api:k8s@sha256:25a9a3c9122306dded853dc3afb199f72723af90e80eeaf0ccaa77891044db14" already present on machine
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Created	Pod/api-5446dc8d87-2p6qv	1	Created container: api
