FIRST_OBSERVED	LAST_OBSERVED	TYPE	REASON	OBJECT	COUNT	MESSAGE
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Started	Pod/api-5446dc8d87-2p6qv	1	Started container api
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Pulled	Pod/api-5446dc8d87-h65ss	1	Container image "flash-sale-api:k8s@sha256:25a9a3c9122306dded853dc3afb199f72723af90e80eeaf0ccaa77891044db14" already present on machine
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Created	Pod/api-5446dc8d87-h65ss	1	Created container: api
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Started	Pod/api-5446dc8d87-h65ss	1	Started container api
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Pulled	Pod/api-5446dc8d87-spxg7	1	Container image "flash-sale-api:k8s@sha256:25a9a3c9122306dded853dc3afb199f72723af90e80eeaf0ccaa77891044db14" already present on machine
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Created	Pod/api-5446dc8d87-spxg7	1	Created container: api
2026-09-17T17:15:35Z	2026-09-17T17:15:35Z	Normal	Started	Pod/api-5446dc8d87-spxg7	1	Started container api
2026-09-17T17:15:40Z	2026-09-17T17:15:45Z	Warning	Unhealthy	Pod/api-5446dc8d87-2p6qv	2	Startup probe failed: Get "http://10.244.0.33:8000/health": dial tcp 10.244.0.33:8000: connect: connection refused
2026-09-17T17:15:40Z	2026-09-17T17:15:45Z	Warning	Unhealthy	Pod/api-5446dc8d87-h65ss	2	Startup probe failed: Get "http://10.244.0.32:8000/health": dial tcp 10.244.0.32:8000: connect: connection refused
2026-09-17T17:15:40Z	2026-09-17T17:15:45Z	Warning	Unhealthy	Pod/api-5446dc8d87-spxg7	2	Startup probe failed: Get "http://10.244.0.31:8000/health": dial tcp 10.244.0.31:8000: connect: connection refused
2026-09-17T17:16:04Z	2026-09-17T17:16:04Z	Normal	Scheduled	Pod/api-5446dc8d87-zffz2	1	Successfully assigned flash-sale/api-5446dc8d87-zffz2 to desktop-control-plane
2026-09-17T17:16:04Z	2026-09-17T17:16:04Z	Normal	SuccessfulCreate	ReplicaSet/api-5446dc8d87	1	Created pod: api-5446dc8d87-zffz2
2026-09-17T16:48:32Z	2026-09-17T17:16:04Z	Normal	SuccessfulRescale	HorizontalPodAutoscaler/api-hpa	2	New size: 5; reason: cpu resource utilization (percentage of request) above target
2026-09-17T17:16:04Z	2026-09-17T17:16:04Z	Normal	ScalingReplicaSet	Deployment/api	1	Scaled up replica set api-5446dc8d87 from 4 to 5
2026-09-17T17:16:05Z	2026-09-17T17:16:05Z	Normal	Pulled	Pod/api-5446dc8d87-zffz2	1	Container image "flash-sale-api:k8s@sha256:25a9a3c9122306dded853dc3afb199f72723af90e80eeaf0ccaa77891044db14" already present on machine
2026-09-17T17:16:05Z	2026-09-17T17:16:05Z	Normal	Created	Pod/api-5446dc8d87-zffz2	1	Created container: api
2026-09-17T17:16:05Z	2026-09-17T17:16:05Z	Normal	Started	Pod/api-5446dc8d87-zffz2	1	Started container api
2026-09-17T17:16:10Z	2026-09-17T17:16:10Z	Warning	Unhealthy	Pod/api-5446dc8d87-zffz2	1	Startup probe failed: Get "http://10.244.0.34:8000/health": dial tcp 10.244.0.34:8000: connect: connection refused
2026-09-17T17:16:29Z	2026-09-17T17:16:29Z	Normal	Killing	Pod/k6-c2-exploratory-002-fwcns	1	Stopping container k6
