timestamp,messages_ready,messages_unacknowledged,messages,consumers,publish_total,confirm_total
2026-09-17T17:40:57.622Z,0,0,0,1,4685,0
2026-09-17T17:41:02.586Z,0,0,0,1,4685,0
2026-09-17T17:41:07.574Z,0,0,0,1,4685,0
2026-09-17T17:41:12.592Z,0,0,0,1,4685,0
2026-09-17T17:41:17.572Z,0,0,0,1,4685,0
2026-09-17T17:41:22.587Z,0,0,0,1,4685,0
2026-09-17T17:41:27.586Z,0,0,0,1,4685,0
2026-09-17T17:41:32.581Z,0,0,0,1,4685,0
2026-09-17T17:41:37.583Z,0,0,0,1,4685,0
2026-09-17T17:41:42.572Z,0,0,0,1,4685,0
2026-09-17T17:41:47.597Z,0,0,0,1,4685,0
2026-09-17T17:41:52.581Z,0,0,0,1,4685,0
2026-09-17T17:41:57.627Z,0,0,0,1,4685,0
2026-09-17T17:42:02.655Z,0,0,0,1,4687,0
2026-09-17T17:42:07.612Z,0,0,0,1,4710,0
2026-09-17T17:42:12.610Z,0,0,0,1,4757,0
2026-09-17T17:42:17.611Z,0,1,1,1,4828,0
2026-09-17T17:42:22.710Z,0,1,1,1,4922,0
2026-09-17T17:42:27.671Z,0,1,1,1,5023,0
2026-09-17T17:42:32.669Z,0,1,1,1,5126,0
2026-09-17T17:42:37.632Z,0,0,0,1,5231,0
2026-09-17T17:42:42.641Z,0,0,0,1,5320,0
2026-09-17T17:42:47.618Z,0,0,0,1,5416,0
2026-09-17T17:42:52.706Z,0,0,0,1,5509,0
2026-09-17T17:42:57.623Z,0,0,0,1,5604,0
2026-09-17T17:43:02.618Z,0,0,0,1,5688,0
2026-09-17T17:43:07.627Z,0,0,0,1,5797,0
2026-09-17T17:43:12.633Z,0,1,1,1,5822,0
2026-09-17T17:43:17.616Z,0,1,1,1,5932,0
2026-09-17T17:43:22.616Z,0,0,0,1,6040,0
2026-09-17T17:43:27.606Z,0,1,1,1,6123,0
2026-09-17T17:43:32.648Z,0,0,0,1,6144,0
2026-09-17T17:43:37.643Z,0,0,0,1,6144,0
2026-09-17T17:43:42.610Z,0,0,0,1,6144,0
2026-09-17T17:43:47.602Z,0,0,0,1,6144,0
2026-09-17T17:43:52.661Z,0,0,0,1,6144,0
2026-09-17T17:43:57.629Z,0,0,0,1,6144,0
2026-09-17T17:44:02.663Z,0,0,0,1,6144,0
2026-09-17T17:44:07.588Z,0,0,0,1,6144,0
2026-09-17T17:44:12.606Z,0,0,0,1,6144,0
2026-09-17T17:44:17.600Z,0,0,0,1,6144,0
2026-09-17T17:44:22.616Z,0,0,0,1,6144,0
2026-09-17T17:44:27.604Z,0,0,0,1,6144,0
2026-09-17T17:44:32.611Z,0,0,0,1,6144,0
2026-09-17T17:44:37.599Z,0,0,0,1,6144,0
2026-09-17T17:44:42.604Z,0,0,0,1,6144,0
2026-09-17T17:44:47.602Z,0,0,0,1,6144,0
2026-09-17T17:44:52.607Z,0,0,0,1,6144,0
2026-09-17T17:44:57.639Z,0,0,0,1,6144,0
2026-09-17T17:45:02.600Z,0,0,0,1,6144,0
