timestamp,messages_ready,messages_unacknowledged,messages,consumers,publish_total,confirm_total
2026-09-17T17:13:54.164Z,0,0,0,1,1609,0
2026-09-17T17:13:59.099Z,0,0,0,1,1609,0
2026-09-17T17:14:04.124Z,0,0,0,1,1609,0
2026-09-17T17:14:09.120Z,0,0,0,1,1609,0
2026-09-17T17:14:14.125Z,0,0,0,1,1609,0
2026-09-17T17:14:19.123Z,0,0,0,1,1609,0
2026-09-17T17:14:24.129Z,0,0,0,1,1609,0
2026-09-17T17:14:29.120Z,0,0,0,1,1609,0
2026-09-17T17:14:34.124Z,0,0,0,1,1609,0
2026-09-17T17:14:39.104Z,0,0,0,1,1609,0
2026-09-17T17:14:44.107Z,0,0,0,1,1609,0
2026-09-17T17:14:49.115Z,0,0,0,1,1609,0
2026-09-17T17:14:54.183Z,0,0,0,1,1609,0
2026-09-17T17:14:59.149Z,0,0,0,1,1609,0
2026-09-17T17:15:04.158Z,0,0,0,1,1623,0
2026-09-17T17:15:09.137Z,0,0,0,1,1661,0
2026-09-17T17:15:14.145Z,0,0,0,1,1671,0
2026-09-17T17:15:19.162Z,0,0,0,1,1756,0
2026-09-17T17:15:24.144Z,0,1,1,1,1857,0
2026-09-17T17:15:29.128Z,0,0,0,1,1959,0
2026-09-17T17:15:34.139Z,0,0,0,1,2063,0
2026-09-17T17:15:39.177Z,0,0,0,1,2169,0
2026-09-17T17:15:44.258Z,0,0,0,1,2276,0
2026-09-17T17:15:49.236Z,0,0,0,1,2385,0
2026-09-17T17:15:54.218Z,0,0,0,1,2495,0
2026-09-17T17:15:59.171Z,0,1,1,1,2606,0
2026-09-17T17:16:04.180Z,0,0,0,1,2716,0
2026-09-17T17:16:09.131Z,0,0,0,1,2826,0
2026-09-17T17:16:14.183Z,0,0,0,1,2936,0
2026-09-17T17:16:19.133Z,0,0,0,1,3046,0
2026-09-17T17:16:24.148Z,0,0,0,1,3134,0
2026-09-17T17:16:29.179Z,0,0,0,1,3166,0
2026-09-17T17:16:34.174Z,0,0,0,1,3166,0
2026-09-17T17:16:39.127Z,0,0,0,1,3166,0
2026-09-17T17:16:44.149Z,0,0,0,1,3166,0
2026-09-17T17:16:49.117Z,0,0,0,1,3166,0
2026-09-17T17:16:54.138Z,0,0,0,1,3166,0
2026-09-17T17:16:59.143Z,0,0,0,1,3166,0
2026-09-17T17:17:04.144Z,0,0,0,1,3166,0
2026-09-17T17:17:09.149Z,0,0,0,1,3166,0
2026-09-17T17:17:14.130Z,0,0,0,1,3166,0
2026-09-17T17:17:19.143Z,0,0,0,1,3166,0
2026-09-17T17:17:24.144Z,0,0,0,1,3166,0
2026-09-17T17:17:29.141Z,0,0,0,1,3166,0
2026-09-17T17:17:34.135Z,0,0,0,1,3166,0
