timestamp,messages_ready,messages_unacknowledged,messages,consumers,publish_total,confirm_total
2026-09-17T16:48:21.700Z,0,0,0,1,0,0
2026-09-17T16:48:26.673Z,0,0,0,1,0,0
2026-09-17T16:48:31.653Z,0,0,0,1,0,0
2026-09-17T16:48:36.709Z,0,0,0,1,0,0
2026-09-17T16:48:41.664Z,0,0,0,1,0,0
2026-09-17T16:48:46.662Z,0,0,0,1,0,0
2026-09-17T16:48:51.653Z,0,0,0,1,0,0
2026-09-17T16:48:56.636Z,0,0,0,1,0,0
2026-09-17T16:49:01.651Z,0,0,0,1,0,0
2026-09-17T16:49:06.646Z,0,0,0,1,0,0
2026-09-17T16:49:11.620Z,0,0,0,1,0,0
2026-09-17T16:49:16.630Z,0,0,0,1,0,0
2026-09-17T16:49:21.734Z,0,0,0,1,0,0
2026-09-17T16:49:26.711Z,0,0,0,1,0,0
2026-09-17T16:49:31.655Z,0,0,0,1,3,0
2026-09-17T16:49:36.692Z,0,0,0,1,28,0
2026-09-17T16:49:41.656Z,0,1,1,1,77,0
2026-09-17T16:49:46.649Z,0,1,1,1,150,0
2026-09-17T16:49:51.657Z,0,0,0,1,245,0
2026-09-17T16:49:56.647Z,0,0,0,1,346,0
2026-09-17T16:50:01.665Z,0,1,1,1,450,0
2026-09-17T16:50:06.683Z,0,0,0,1,554,0
2026-09-17T16:50:11.653Z,0,0,0,1,662,0
2026-09-17T16:50:16.673Z,0,1,1,1,769,0
2026-09-17T16:50:21.730Z,0,1,1,1,880,0
2026-09-17T16:50:26.741Z,0,1,1,1,989,0
2026-09-17T16:50:31.652Z,0,0,0,1,1100,0
2026-09-17T16:50:36.680Z,0,0,0,1,1210,0
2026-09-17T16:50:41.659Z,0,1,1,1,1320,0
2026-09-17T16:50:46.650Z,0,0,0,1,1430,0
2026-09-17T16:50:51.648Z,0,0,0,1,1536,0
2026-09-17T16:50:56.654Z,0,0,0,1,1599,0
2026-09-17T16:51:01.693Z,0,0,0,1,1609,0
2026-09-17T16:51:06.679Z,0,0,0,1,1609,0
2026-09-17T16:51:11.685Z,0,0,0,1,1609,0
2026-09-17T16:51:16.647Z,0,0,0,1,1609,0
2026-09-17T16:51:21.647Z,0,0,0,1,1609,0
2026-09-17T16:51:26.706Z,0,0,0,1,1609,0
2026-09-17T16:51:31.653Z,0,0,0,1,1609,0
2026-09-17T16:51:36.676Z,0,0,0,1,1609,0
2026-09-17T16:51:41.657Z,0,0,0,1,1609,0
2026-09-17T16:51:46.647Z,0,0,0,1,1609,0
2026-09-17T16:51:51.676Z,0,0,0,1,1609,0
2026-09-17T16:51:56.644Z,0,0,0,1,1609,0
2026-09-17T16:52:01.649Z,0,0,0,1,1609,0
2026-09-17T16:52:06.641Z,0,0,0,1,1609,0
