timestamp,pod,container,app,cpu_cores,memory_mib
2026-09-21T23:11:41.503Z,api-5b87c4c9d-nfcrm,api,api,0.004333463,72.675781
2026-09-21T23:11:41.503Z,gateway-856744bb66-hzcvr,gateway,gateway,0.012912505,443.402344
2026-09-21T23:11:41.503Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002203002,13.316406
2026-09-21T23:11:41.503Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001804463,15.742188
2026-09-21T23:11:41.503Z,postgres-676cc4986c-65g8j,postgres,,0.013557944,41.542969
2026-09-21T23:11:41.503Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000675284,20.964844
2026-09-21T23:11:41.503Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.490536169,121.023438
2026-09-21T23:11:41.503Z,worker-5b55666b44-rqchq,worker,worker,0.000407313,67.613281
2026-09-21T23:11:46.503Z,api-5b87c4c9d-nfcrm,api,api,0.004333463,72.675781
2026-09-21T23:11:46.503Z,gateway-856744bb66-hzcvr,gateway,gateway,0.012912505,443.402344
2026-09-21T23:11:46.503Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002203002,13.316406
2026-09-21T23:11:46.503Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001804463,15.742188
2026-09-21T23:11:46.503Z,postgres-676cc4986c-65g8j,postgres,,0.013557944,41.542969
2026-09-21T23:11:46.503Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000675284,20.964844
2026-09-21T23:11:46.503Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.490536169,121.023438
2026-09-21T23:11:46.503Z,worker-5b55666b44-rqchq,worker,worker,0.000407313,67.613281
2026-09-21T23:11:51.503Z,api-5b87c4c9d-nfcrm,api,api,0.004333463,72.675781
2026-09-21T23:11:51.503Z,gateway-856744bb66-hzcvr,gateway,gateway,0.012912505,443.402344
2026-09-21T23:11:51.503Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002203002,13.316406
2026-09-21T23:11:51.503Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001804463,15.742188
2026-09-21T23:11:51.503Z,postgres-676cc4986c-65g8j,postgres,,0.013557944,41.542969
2026-09-21T23:11:51.503Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000675284,20.964844
2026-09-21T23:11:51.503Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.490536169,121.023438
2026-09-21T23:11:51.503Z,worker-5b55666b44-rqchq,worker,worker,0.000407313,67.613281
2026-09-21T23:11:56.504Z,api-5b87c4c9d-nfcrm,api,api,0.004702901,72.675781
2026-09-21T23:11:56.504Z,gateway-856744bb66-hzcvr,gateway,gateway,0.012912505,443.402344
2026-09-21T23:11:56.504Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002203002,13.316406
2026-09-21T23:11:56.504Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001788567,15.738281
2026-09-21T23:11:56.504Z,postgres-676cc4986c-65g8j,postgres,,0.013557944,41.542969
2026-09-21T23:11:56.504Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000725266,21.0625
2026-09-21T23:11:56.504Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.474075607,120.816406
2026-09-21T23:11:56.504Z,worker-5b55666b44-rqchq,worker,worker,0.000347435,67.613281
2026-09-21T23:12:01.504Z,api-5b87c4c9d-nfcrm,api,api,0.004702901,72.675781
2026-09-21T23:12:01.504Z,gateway-856744bb66-hzcvr,gateway,gateway,0.012912505,443.402344
2026-09-21T23:12:01.504Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002203002,13.316406
2026-09-21T23:12:01.504Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001788567,15.738281
2026-09-21T23:12:01.504Z,postgres-676cc4986c-65g8j,postgres,,0.013557944,41.542969
2026-09-21T23:12:01.504Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000725266,21.0625
2026-09-21T23:12:01.504Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.474075607,120.816406
2026-09-21T23:12:01.504Z,worker-5b55666b44-rqchq,worker,worker,0.000347435,67.613281
