timestamp,pod,container,app,cpu_cores,memory_mib
2026-09-22T00:05:02.361Z,api-5b87c4c9d-nfcrm,api,api,0.004651152,84.355469
2026-09-22T00:05:02.361Z,gateway-856744bb66-hzcvr,gateway,gateway,0.009927389,500.335938
2026-09-22T00:05:02.361Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001897661,14.402344
2026-09-22T00:05:02.361Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.00197827,16.15625
2026-09-22T00:05:02.361Z,postgres-676cc4986c-65g8j,postgres,,0.01685768,52.722656
2026-09-22T00:05:02.361Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000662463,21.914062
2026-09-22T00:05:02.361Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.544181178,114.078125
2026-09-22T00:05:02.361Z,worker-5b55666b44-rqchq,worker,worker,0.001674371,66.714844
2026-09-22T00:05:07.362Z,api-5b87c4c9d-nfcrm,api,api,0.004651152,84.355469
2026-09-22T00:05:07.362Z,gateway-856744bb66-hzcvr,gateway,gateway,0.009927389,500.335938
2026-09-22T00:05:07.362Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001897661,14.402344
2026-09-22T00:05:07.362Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.00197827,16.15625
2026-09-22T00:05:07.362Z,postgres-676cc4986c-65g8j,postgres,,0.01685768,52.722656
2026-09-22T00:05:07.362Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000662463,21.914062
2026-09-22T00:05:07.362Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.544181178,114.078125
2026-09-22T00:05:07.362Z,worker-5b55666b44-rqchq,worker,worker,0.001674371,66.714844
2026-09-22T00:05:12.362Z,api-5b87c4c9d-nfcrm,api,api,0.004789433,84.355469
2026-09-22T00:05:12.362Z,gateway-856744bb66-hzcvr,gateway,gateway,0.009689619,500.453125
2026-09-22T00:05:12.362Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001897661,14.402344
2026-09-22T00:05:12.362Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001663163,16.15625
2026-09-22T00:05:12.362Z,postgres-676cc4986c-65g8j,postgres,,0.016579444,52.679688
2026-09-22T00:05:12.362Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000612541,21.914062
2026-09-22T00:05:12.362Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.51552292,114.167969
2026-09-22T00:05:12.362Z,worker-5b55666b44-rqchq,worker,worker,0.001640849,66.714844
2026-09-22T00:05:17.362Z,api-5b87c4c9d-nfcrm,api,api,0.004789433,84.355469
2026-09-22T00:05:17.362Z,gateway-856744bb66-hzcvr,gateway,gateway,0.009689619,500.453125
2026-09-22T00:05:17.362Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001897661,14.402344
2026-09-22T00:05:17.362Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001663163,16.15625
2026-09-22T00:05:17.362Z,postgres-676cc4986c-65g8j,postgres,,0.016579444,52.679688
2026-09-22T00:05:17.362Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000612541,21.914062
2026-09-22T00:05:17.362Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.51552292,114.167969
2026-09-22T00:05:17.362Z,worker-5b55666b44-rqchq,worker,worker,0.001640849,66.714844
2026-09-22T00:05:22.362Z,api-5b87c4c9d-nfcrm,api,api,0.004789433,84.355469
2026-09-22T00:05:22.362Z,gateway-856744bb66-hzcvr,gateway,gateway,0.009689619,500.453125
2026-09-22T00:05:22.362Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.001897661,14.402344
2026-09-22T00:05:22.362Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.001663163,16.15625
2026-09-22T00:05:22.362Z,postgres-676cc4986c-65g8j,postgres,,0.016579444,52.679688
2026-09-22T00:05:22.362Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000612541,21.914062
2026-09-22T00:05:22.362Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.51552292,114.167969
2026-09-22T00:05:22.362Z,worker-5b55666b44-rqchq,worker,worker,0.001640849,66.714844
2026-09-22T00:05:27.363Z,api-5b87c4c9d-nfcrm,api,api,0.004789433,84.355469
2026-09-22T00:05:27.363Z,gateway-856744bb66-hzcvr,gateway,gateway,0.010348383,500.6875
2026-09-22T00:05:27.363Z,jaeger-7cc9b664cc-jt9fj,jaeger,,0.002124817,14.402344
2026-09-22T00:05:27.363Z,otel-collector-7c765745bf-q69jh,otel-collector,,0.002402681,16.15625
2026-09-22T00:05:27.363Z,postgres-676cc4986c-65g8j,postgres,,0.011877803,52.675781
2026-09-22T00:05:27.363Z,prometheus-59f5cf7468-mtx8z,prometheus,,0.000643962,21.914062
2026-09-22T00:05:27.363Z,rabbitmq-5cdf8f76b7-bwghx,rabbitmq,,0.454631802,114.082031
2026-09-22T00:05:27.363Z,worker-5b55666b44-rqchq,worker,worker,0.001663111,66.714844
