timestamp,pod,container,cpu_cores,memory_mib
2026-09-21T00:23:25.289Z,api-5974b5bb7-lqxg5,api,0.005451814,83.253906
2026-09-21T00:23:25.289Z,gateway-d5b8cd646-k2t2j,gateway,0.009392022,508.269531
2026-09-21T00:23:25.289Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.002006351,13.945312
2026-09-21T00:23:25.289Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.00189761,13.707031
2026-09-21T00:23:25.289Z,postgres-676cc4986c-6s5kh,postgres,0.010883821,52.851562
2026-09-21T00:23:25.289Z,prometheus-59f5cf7468-fksrh,prometheus,0.000817879,17.570312
2026-09-21T00:23:25.289Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.50172415,241.125
2026-09-21T00:23:25.289Z,worker-5799d849c5-66d8m,worker,0.00293109,66.898438
2026-09-21T00:23:30.290Z,api-5974b5bb7-lqxg5,api,0.144257108,99.246094
2026-09-21T00:23:30.290Z,gateway-d5b8cd646-k2t2j,gateway,0.010346813,508.449219
2026-09-21T00:23:30.290Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.001815448,13.953125
2026-09-21T00:23:30.290Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.001633046,13.714844
2026-09-21T00:23:30.290Z,postgres-676cc4986c-6s5kh,postgres,0.020066302,52.847656
2026-09-21T00:23:30.290Z,prometheus-59f5cf7468-fksrh,prometheus,0.00077527,17.574219
2026-09-21T00:23:30.290Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.511168574,121.816406
2026-09-21T00:23:30.290Z,worker-5799d849c5-66d8m,worker,0.001646832,66.898438
2026-09-21T00:23:35.290Z,api-5974b5bb7-lqxg5,api,0.144257108,99.246094
2026-09-21T00:23:35.290Z,gateway-d5b8cd646-k2t2j,gateway,0.010346813,508.449219
2026-09-21T00:23:35.290Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.001815448,13.953125
2026-09-21T00:23:35.290Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.001633046,13.714844
2026-09-21T00:23:35.290Z,postgres-676cc4986c-6s5kh,postgres,0.020066302,52.847656
2026-09-21T00:23:35.290Z,prometheus-59f5cf7468-fksrh,prometheus,0.00077527,17.574219
2026-09-21T00:23:35.290Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.511168574,121.816406
2026-09-21T00:23:35.290Z,worker-5799d849c5-66d8m,worker,0.001646832,66.898438
2026-09-21T00:23:40.291Z,api-5974b5bb7-lqxg5,api,0.144257108,99.246094
2026-09-21T00:23:40.291Z,gateway-d5b8cd646-k2t2j,gateway,0.010346813,508.449219
2026-09-21T00:23:40.291Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.001815448,13.953125
2026-09-21T00:23:40.291Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.001633046,13.714844
2026-09-21T00:23:40.291Z,postgres-676cc4986c-6s5kh,postgres,0.020066302,52.847656
2026-09-21T00:23:40.291Z,prometheus-59f5cf7468-fksrh,prometheus,0.00077527,17.574219
2026-09-21T00:23:40.291Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.511168574,121.816406
2026-09-21T00:23:40.291Z,worker-5799d849c5-66d8m,worker,0.001646832,66.898438
2026-09-21T00:23:45.291Z,api-5974b5bb7-lqxg5,api,0.09464336,83.257812
2026-09-21T00:23:45.291Z,gateway-d5b8cd646-k2t2j,gateway,0.009139401,508.574219
2026-09-21T00:23:45.291Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.002416993,14.429688
2026-09-21T00:23:45.291Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.001745681,13.722656
2026-09-21T00:23:45.291Z,postgres-676cc4986c-6s5kh,postgres,0.015101704,52.839844
2026-09-21T00:23:45.291Z,prometheus-59f5cf7468-fksrh,prometheus,0.000659934,17.574219
2026-09-21T00:23:45.291Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.511168574,121.816406
2026-09-21T00:23:45.291Z,worker-5799d849c5-66d8m,worker,0.00163097,66.898438
2026-09-21T00:23:50.292Z,api-5974b5bb7-lqxg5,api,0.09464336,83.257812
2026-09-21T00:23:50.292Z,gateway-d5b8cd646-k2t2j,gateway,0.009139401,508.574219
2026-09-21T00:23:50.292Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.002416993,14.429688
2026-09-21T00:23:50.292Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.001745681,13.722656
2026-09-21T00:23:50.292Z,postgres-676cc4986c-6s5kh,postgres,0.015101704,52.839844
2026-09-21T00:23:50.292Z,prometheus-59f5cf7468-fksrh,prometheus,0.000659934,17.574219
2026-09-21T00:23:50.292Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.511168574,121.816406
2026-09-21T00:23:50.292Z,worker-5799d849c5-66d8m,worker,0.00163097,66.898438
2026-09-21T00:23:55.292Z,api-5974b5bb7-lqxg5,api,0.09464336,83.257812
2026-09-21T00:23:55.292Z,gateway-d5b8cd646-k2t2j,gateway,0.009139401,508.574219
2026-09-21T00:23:55.292Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.002416993,14.429688
2026-09-21T00:23:55.292Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.001745681,13.722656
2026-09-21T00:23:55.292Z,postgres-676cc4986c-6s5kh,postgres,0.015101704,52.839844
2026-09-21T00:23:55.292Z,prometheus-59f5cf7468-fksrh,prometheus,0.000659934,17.574219
2026-09-21T00:23:55.292Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.511168574,121.816406
2026-09-21T00:23:55.292Z,worker-5799d849c5-66d8m,worker,0.00163097,66.898438
2026-09-21T00:24:00.292Z,api-5974b5bb7-lqxg5,api,0.005585912,83.253906
2026-09-21T00:24:00.292Z,gateway-d5b8cd646-k2t2j,gateway,0.009313786,508.675781
2026-09-21T00:24:00.292Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.002247457,14.4375
2026-09-21T00:24:00.292Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.002284557,14.289062
2026-09-21T00:24:00.292Z,postgres-676cc4986c-6s5kh,postgres,0.015731403,52.84375
2026-09-21T00:24:00.292Z,prometheus-59f5cf7468-fksrh,prometheus,0.00073507,17.578125
2026-09-21T00:24:00.292Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.533865453,122.007812
2026-09-21T00:24:00.292Z,worker-5799d849c5-66d8m,worker,0.001653299,66.898438
2026-09-21T00:24:05.293Z,api-5974b5bb7-lqxg5,api,0.005585912,83.253906
2026-09-21T00:24:05.293Z,gateway-d5b8cd646-k2t2j,gateway,0.009313786,508.675781
2026-09-21T00:24:05.293Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.002247457,14.4375
2026-09-21T00:24:05.293Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.002284557,14.289062
2026-09-21T00:24:05.293Z,postgres-676cc4986c-6s5kh,postgres,0.015731403,52.84375
2026-09-21T00:24:05.293Z,prometheus-59f5cf7468-fksrh,prometheus,0.00073507,17.578125
2026-09-21T00:24:05.293Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.533865453,122.007812
2026-09-21T00:24:05.293Z,worker-5799d849c5-66d8m,worker,0.001653299,66.898438
2026-09-21T00:24:10.293Z,api-5974b5bb7-lqxg5,api,0.005585912,83.253906
2026-09-21T00:24:10.293Z,gateway-d5b8cd646-k2t2j,gateway,0.009313786,508.675781
2026-09-21T00:24:10.293Z,jaeger-7cc9b664cc-dkxmr,jaeger,0.002247457,14.4375
2026-09-21T00:24:10.293Z,otel-collector-7c765745bf-hnzqr,otel-collector,0.002284557,14.289062
2026-09-21T00:24:10.293Z,postgres-676cc4986c-6s5kh,postgres,0.015731403,52.84375
2026-09-21T00:24:10.293Z,prometheus-59f5cf7468-fksrh,prometheus,0.00073507,17.578125
2026-09-21T00:24:10.293Z,rabbitmq-5cdf8f76b7-kdf8p,rabbitmq,0.533865453,122.007812
2026-09-21T00:24:10.293Z,worker-5799d849c5-66d8m,worker,0.001653299,66.898438
2026-09-21T00:24:15.293Z,api-5974b5bb7-lqxg5,api,0.005689839,83.253906
2026-09-21T00:24:15.293Z,gateway-d5b8cd646-k2t2j,gateway,0.009650023,508.824219
