timestamp,messages_ready,messages_unacknowledged,messages,consumers,publish_total,confirm_total
2026-09-09T21:14:09.711Z,0,0,0,1,7250,0
2026-09-09T21:14:14.712Z,0,0,0,1,7250,0
2026-09-09T21:14:19.672Z,0,0,0,1,7250,0
2026-09-09T21:14:24.682Z,0,0,0,1,7250,0
2026-09-09T21:14:29.674Z,0,0,0,1,7250,0
2026-09-09T21:14:34.691Z,0,0,0,1,7250,0
2026-09-09T21:14:39.687Z,0,0,0,1,7250,0
2026-09-09T21:14:44.711Z,0,0,0,1,7250,0
2026-09-09T21:14:49.675Z,0,0,0,1,7250,0
2026-09-09T21:14:54.685Z,0,0,0,1,7250,0
2026-09-09T21:14:59.692Z,0,0,0,1,7250,0
2026-09-09T21:15:04.684Z,0,0,0,1,7250,0
2026-09-09T21:15:09.718Z,0,0,0,1,7250,0
2026-09-09T21:15:14.708Z,0,0,0,1,7256,0
2026-09-09T21:15:19.700Z,0,0,0,1,7286,0
2026-09-09T21:15:24.713Z,0,0,0,1,7339,0
2026-09-09T21:15:29.687Z,0,0,0,1,7417,0
2026-09-09T21:15:34.708Z,0,1,1,1,7515,0
2026-09-09T21:15:39.688Z,0,0,0,1,7616,0
2026-09-09T21:15:44.708Z,0,0,0,1,7703,0
2026-09-09T21:15:49.699Z,0,0,0,1,7792,0
2026-09-09T21:15:54.765Z,0,0,0,1,7884,0
2026-09-09T21:15:59.686Z,0,0,0,1,7973,0
2026-09-09T21:16:04.706Z,0,0,0,1,7973,0
2026-09-09T21:16:09.703Z,0,0,0,1,7973,0
2026-09-09T21:16:14.704Z,0,0,0,1,7973,0
2026-09-09T21:16:19.693Z,0,0,0,1,7973,0
2026-09-09T21:16:24.761Z,0,0,0,1,7978,0
2026-09-09T21:16:29.687Z,0,0,0,1,7993,0
2026-09-09T21:16:34.681Z,0,0,0,1,7993,0
2026-09-09T21:16:39.694Z,0,0,0,1,7993,0
2026-09-09T21:16:44.695Z,0,0,0,1,7993,0
2026-09-09T21:16:49.708Z,0,0,0,1,7993,0
2026-09-09T21:16:54.722Z,0,0,0,1,7993,0
2026-09-09T21:16:59.719Z,0,0,0,1,7994,0
2026-09-09T21:17:04.702Z,0,0,0,1,7994,0
2026-09-09T21:17:09.687Z,0,0,0,1,7994,0
2026-09-09T21:17:14.758Z,0,0,0,1,7994,0
2026-09-09T21:17:19.705Z,0,0,0,1,7994,0
