timestamp,messages_ready,messages_unacknowledged,messages,consumers,publish_total,confirm_total
2026-09-21T00:23:25.806Z,0,0,0,1,5760,0
2026-09-21T00:23:30.694Z,0,0,0,1,5760,0
2026-09-21T00:23:35.694Z,0,0,0,1,5760,0
2026-09-21T00:23:40.705Z,0,0,0,1,5760,0
2026-09-21T00:23:45.736Z,0,0,0,1,5760,0
2026-09-21T00:23:50.694Z,0,0,0,1,5760,0
2026-09-21T00:23:55.734Z,0,0,0,1,5760,0
2026-09-21T00:24:00.697Z,0,0,0,1,5760,0
2026-09-21T00:24:05.733Z,0,0,0,1,5760,0
2026-09-21T00:24:10.734Z,0,0,0,1,5760,0
2026-09-21T00:24:15.745Z,0,0,0,1,5760,0
2026-09-21T00:24:20.747Z,0,0,0,1,5760,0
2026-09-21T00:24:25.832Z,0,0,0,1,5760,0
2026-09-21T00:24:30.791Z,0,0,0,1,5761,0
2026-09-21T00:24:35.791Z,0,0,0,1,5781,0
2026-09-21T00:24:40.791Z,0,0,0,1,5826,0
2026-09-21T00:24:45.751Z,0,0,0,1,5894,0
2026-09-21T00:24:50.713Z,0,0,0,1,5986,0
2026-09-21T00:24:55.742Z,0,0,0,1,6086,0
2026-09-21T00:25:00.735Z,0,0,0,1,6187,0
2026-09-21T00:25:05.730Z,0,0,0,1,6287,0
2026-09-21T00:25:10.732Z,0,0,0,1,6387,0
2026-09-21T00:25:15.730Z,0,0,0,1,6486,0
2026-09-21T00:25:20.739Z,0,0,0,1,6575,0
2026-09-21T00:25:25.794Z,0,0,0,1,6664,0
2026-09-21T00:25:30.828Z,0,0,0,1,6752,0
2026-09-21T00:25:35.749Z,0,1,1,1,6840,0
2026-09-21T00:25:40.711Z,2,1,3,1,6869,0
2026-09-21T00:25:45.742Z,0,0,0,1,6966,0
2026-09-21T00:25:50.709Z,0,1,1,1,7038,0
2026-09-21T00:25:55.697Z,0,0,0,1,7038,0
2026-09-21T00:26:00.727Z,0,0,0,1,7038,0
2026-09-21T00:26:05.726Z,0,0,0,1,7038,0
2026-09-21T00:26:10.697Z,0,0,0,1,7038,0
2026-09-21T00:26:15.785Z,0,0,0,1,7046,0
2026-09-21T00:26:20.783Z,0,0,0,1,7061,0
2026-09-21T00:26:25.722Z,0,0,0,1,7061,0
2026-09-21T00:26:30.824Z,0,0,0,1,7061,0
2026-09-21T00:26:35.782Z,0,0,0,1,7061,0
2026-09-21T00:26:40.724Z,0,0,0,1,7061,0
2026-09-21T00:26:45.723Z,0,0,0,1,7063,0
2026-09-21T00:26:50.782Z,0,0,0,1,7067,0
2026-09-21T00:26:55.733Z,0,0,0,1,7067,0
2026-09-21T00:27:00.729Z,0,0,0,1,7067,0
2026-09-21T00:27:05.730Z,0,0,0,1,7067,0
2026-09-21T00:27:10.722Z,0,0,0,1,7067,0
2026-09-21T00:27:15.723Z,0,0,0,1,7067,0
2026-09-21T00:27:20.718Z,0,0,0,1,7067,0
2026-09-21T00:27:25.718Z,0,0,0,1,7067,0
2026-09-21T00:27:30.705Z,0,0,0,1,7067,0
2026-09-21T00:27:35.730Z,0,0,0,1,7067,0
2026-09-21T00:27:40.732Z,0,0,0,1,7067,0
